#1
double measurement(1461, 6)
#Time	Office2	Office3	Office4	Office5	Office6
669600	294.9634189	296.1922535	295.6658399	298.3172346	297.3930183
691200	294.908794	295.9763126	295.3716703	296.9081687	296.2995598
712800	294.3622302	295.3817628	294.6664691	296.7706453	295.3170619
734400	294.098012	295.0714209	294.3721951	297.3165716	295.5788213
756000	294.5744348	295.3466421	294.9135706	298.0251462	296.9973263
777600	294.885555	295.4515542	294.9349432	296.6448669	295.8824659
799200	294.554907	295.204985	294.5749195	297.3657916	295.4884079
820800	294.3395031	295.1266554	294.4270418	297.2624215	295.5946042
842400	294.2868703	294.7952222	294.5465876	297.2800248	296.0950411
864000	294.4019814	295.0562119	295.0080025	297.3325692	296.0479009
885600	294.6011303	295.5797857	294.7865925	297.310924	296.110576
907200	293.5752369	294.9836325	293.9326246	297.28542	296.0313882
928800	293.6382973	294.6076778	294.0102641	297.308398	296.1039161
950400	293.9059482	294.6047806	295.1478046	297.2400212	296.0429306
972000	293.4581011	294.351322	293.9700539	297.2728835	296.0462663
993600	292.8550177	293.8146713	293.3229023	297.3034224	296.0792155
1015200	292.6784126	293.9354326	293.0357154	297.3078501	296.2038718
1036800	292.948298	293.9122479	293.1177097	297.2783835	296.0104308
1058400	292.7443018	293.6113664	293.4399886	297.2610183	296.0473516
1080000	292.5384949	293.372175	293.3973925	297.1713845	296.0856629
1101600	292.5128329	293.3476554	293.4018298	297.4529027	296.1205504
1123200	292.635801	293.3204891	293.407359	297.1448925	296.0138914
1144800	292.6010756	293.3962605	293.4089344	297.3025004	296.089782
1166400	292.7202027	293.477603	293.4191728	297.2322402	296.0499668
1188000	293.312457	294.9638585	293.6561724	297.2748516	296.0879558
1209600	294.3165521	296.5262652	294.0875067	297.4196456	296.1225415
1231200	294.5352324	296.530551	294.3521684	297.3106304	296.044659
1252800	293.7531558	296.4479867	293.8222459	297.2480131	296.0488737
1274400	294.4828511	296.4238727	294.1467092	297.4909604	296.1901287
1296000	295.1397494	296.5354293	294.9662055	297.209669	296.0175875
1317600	294.5183353	295.9026305	294.6158483	297.3065044	296.0651279
1339200	294.6538623	295.4644075	294.4235288	297.2965331	296.0704413
1360800	295.2605225	295.6503305	294.7501812	297.3801776	296.325329
1382400	295.2185353	296.0021892	294.9660437	297.235455	295.857755
1404000	295.2266376	295.1708253	294.431115	297.3102212	296.0699923
1425600	295.2567102	294.7082847	293.903184	297.2725477	296.0479894
1447200	295.2346659	294.9952195	294.5435782	297.8317491	296.8293427
1468800	295.219782	295.6245518	295.1993462	296.8668876	295.8127192
1490400	295.2209861	294.8813459	294.1760118	297.3124904	295.4598144
1512000	295.2533983	294.7187639	293.7003829	297.3150729	296.0881558
1533600	295.2565218	295.2863301	294.0038581	297.3778702	296.1470792
1555200	295.2089487	295.8701353	294.9283	297.2433364	296.0146394
1576800	295.2500102	295.7210828	294.1087151	297.2770088	296.0827378
1598400	295.2267436	295.7681318	293.4615528	297.3006869	296.0516811
1620000	295.0296535	295.8234696	293.3762875	297.5120102	296.6806506
1641600	295.1872242	295.5852197	294.1857355	297.1415222	295.8282289
1663200	295.2228915	295.7587593	293.8568613	297.2910415	295.7038119
1684800	295.2176621	295.6929337	293.4355213	297.2978043	296.0853554
1706400	295.2551655	295.8364922	293.2853468	297.7600031	296.9006482
1728000	295.2268465	295.6748758	293.8966829	296.9696942	295.7341317
1749600	295.2171163	295.7140533	293.4546857	297.2908926	295.4547106
1771200	294.8462084	295.5535594	293.3915248	296.5674851	295.8414372
1792800	294.8053174	295.6210582	292.9249601	296.4503468	295.8334868
1814400	295.2105646	295.7111058	294.9632623	297.2602038	296.0646604
1836000	295.2500245	295.706215	295.4519901	297.2956723	296.0669719
1857600	295.2122857	295.7160518	295.4571413	297.2736375	296.0539392
1879200	295.2697628	295.8817397	295.6247677	297.4269344	296.39051
1900800	295.5288302	295.574846	295.4078543	297.4831562	296.1377024
1922400	295.254738	295.6511548	295.4228582	297.2905048	296.0348157
1944000	295.1964308	295.7115596	295.4829962	297.2918674	296.0962071
1965600	295.3432724	295.6848336	295.4535062	297.2898034	296.1060779
1987200	295.2349995	295.7080705	295.4630198	297.2094712	295.9452696
2008800	295.2347655	295.6794018	295.4235385	297.2904132	296.0890608
2030400	295.2411818	295.7267877	295.4673665	297.2807977	296.0410394
2052000	295.239547	295.8032014	295.4437531	297.3185345	296.0840038
2073600	295.2567155	295.8123035	295.5343244	297.2822556	296.0302347
2095200	295.220092	295.5312796	295.4459734	297.2935495	296.0625985
2116800	295.2507102	295.7154905	295.4672123	297.2883488	296.0832109
2138400	295.2243175	295.816255	295.4633585	297.3909077	296.0851613
2160000	295.2238473	295.8347558	295.4572683	297.2562757	295.8038895
2181600	295.2303125	295.5141997	295.4799526	297.2956859	294.4386977
2203200	295.2551039	295.728047	295.4319273	297.2904003	294.140697
2224800	295.2243001	295.7198263	295.476748	297.3021643	293.7666795
2246400	295.2282524	295.7555707	295.4624977	297.2838148	293.4825248
2268000	295.2572693	295.7474076	295.4600824	297.2933544	293.196838
2289600	295.2092383	295.6774453	295.4446384	297.3109922	293.7608011
2311200	295.2368344	295.7449742	295.4594908	297.25936	293.8296996
2332800	295.2395713	295.6980456	295.4770908	297.2933027	293.8527369
2354400	295.225627	295.7530545	295.462477	297.303758	293.839055
2376000	295.2378253	295.6917508	295.4489276	297.2892302	293.8963773
2397600	295.2612938	295.7751879	295.4375677	297.360438	294.2502696
2419200	295.2191464	295.6869469	293.7941839	297.2528386	293.4485772
2440800	295.2350967	295.7255378	293.4819845	297.3180305	293.889455
2462400	295.2454397	295.7571131	293.5355807	297.2673923	293.8368753
2484000	295.2090881	295.7183454	293.5769786	297.3360673	293.8408374
2505600	296.7977732	295.7308268	293.5397673	295.8174732	293.8492261
2527200	296.9379525	295.6904917	293.5109224	294.6633039	293.8699488
2548800	296.9041279	295.7179013	293.5865012	294.6040307	293.8602201
2570400	297.11712	295.7210162	293.7183462	295.1330991	294.1284511
2592000	298.5186862	295.7418474	292.8028478	294.2086021	293.6321145
2613600	299.0319349	295.7652442	292.4534899	294.6047513	293.8391155
2635200	298.8230877	295.694822	292.0929938	294.6723465	293.8845994
2656800	298.9653877	295.7079658	292.4503587	294.9309229	294.0248401
2678400	298.9128852	295.776209	292.7257842	294.447662	293.6994476
2700000	299.1217333	295.6860722	292.3085305	294.619064	293.8561103
2721600	298.9733861	295.7482425	292.1685515	294.6398613	293.8910516
2743200	298.2973258	295.6787227	292.2464522	294.6241588	293.877833
2764800	298.9681163	295.7140343	292.8211376	294.6493176	293.7877459
2786400	299.0892783	295.7380336	292.5644077	294.6094247	293.8745166
2808000	299.0778777	295.7109209	293.5020941	294.6693909	293.8552223
2829600	298.8737994	295.7345735	293.5038291	294.6081477	293.8446032
2851200	298.7674571	295.7113555	293.4894628	294.6256936	293.8488947
2872800	299.2233139	295.7307926	293.5256936	294.6380503	293.8293499
2894400	299.0612175	295.730651	293.4689231	294.6546455	293.8471383
2916000	298.7053819	295.6998862	293.5238239	294.6366568	293.8699146
2937600	298.5711609	295.7538807	293.4634557	294.6516709	293.8669967
2959200	298.5797169	295.7435305	293.5279656	294.6320617	293.8442933
2980800	298.5754952	295.7104527	293.459008	294.6281865	293.8425774
3002400	298.4241921	295.7450986	293.5076483	294.6898013	293.8794613
3024000	299.0617311	295.6807311	293.491902	294.6220483	293.9026825
3045600	299.2446604	295.6559316	293.46322	294.6252538	293.795042
3067200	299.2446604	295.6559316	293.46322	294.6252538	293.795042
3088800	298.1185101	295.377659	293.3561697	294.5572336	293.9202124
3110400	298.6063289	295.7240457	293.4695227	294.6993782	293.8422972
3132000	299.078222	295.7459821	293.4759678	294.6259533	293.8485689
3153600	299.1087277	295.6842914	293.4884822	294.6213869	293.8317481
3175200	298.6411699	295.7514734	293.5473839	294.660592	293.852962
3196800	298.7953607	295.7147971	293.4874417	294.6420805	293.8420371
3218400	299.1815722	295.7493645	293.5024382	294.6262044	293.8578784
3240000	299.1681208	295.6873694	293.4918059	294.6249417	293.8603609
3261600	298.8022217	295.793405	293.4759591	294.6906633	293.8695522
3283200	299.2512711	295.7178319	293.4902741	294.6262423	293.8428753
3304800	299.2151439	295.7267914	293.5117626	294.652514	293.8641325
3326400	299.1688306	295.7174887	293.4939678	294.6502882	293.8751511
3348000	298.6261922	295.7433247	293.527638	294.6096622	293.8446501
3369600	298.8409369	295.7429334	295.8915272	294.6224301	293.8573387
3391200	299.0484842	295.683607	295.8932029	294.6664931	293.8452521
3412800	298.9494069	295.7253463	295.8930919	294.6456643	293.8649273
3434400	298.8166035	295.7236844	295.9230053	294.6161845	293.8588724
3456000	298.7547324	295.741125	295.8936791	294.6381814	293.8338235
3477600	298.7247248	295.7039013	295.8961122	294.6761557	293.8847538
3499200	299.0622938	295.7800283	295.9472001	294.6420342	293.8469404
3520800	299.1389879	295.7135254	295.9087567	294.6724995	293.8593637
3542400	299.0115601	295.7212278	295.8638578	294.602225	293.8472105
3564000	299.0359301	295.7074165	295.8880947	294.631861	293.8603314
3585600	299.0893346	295.7273116	295.9291324	294.6684967	293.8772828
3607200	299.1037656	295.7445017	295.8843285	296.6382679	293.852164
3628800	299.1918925	295.7224273	297.1080775	292.9386411	293.8137568
3650400	299.0903173	295.7024271	298.993352	292.1189591	293.8608666
3672000	298.8885276	295.7247614	298.9287728	291.0587731	293.8737369
3693600	298.6458954	295.7600283	298.9805196	291.1370517	293.8527885
3715200	298.8036371	295.74613	297.7582893	291.1635214	293.8833909
3736800	299.2662566	295.6721093	296.7591035	291.2334102	293.8438579
3758400	299.1224561	295.7327885	296.7401584	291.2402454	293.8666758
3780000	298.7321639	295.7400572	296.7093068	294.3281814	293.8762622
3801600	299.3244406	295.760014	296.7402172	293.3286787	293.844194
3823200	299.1593925	295.6977884	296.7562856	292.0524995	293.8643203
3844800	299.1521206	295.7148047	296.7048769	291.7879216	293.8488163
3866400	298.7998405	295.7178607	296.7479763	294.395621	293.8266903
3888000	299.3435936	295.7307676	296.7521879	293.6845358	293.8798256
3909600	299.12643	295.7361267	296.6964301	291.5520661	293.8549851
3931200	299.1034098	295.7361267	296.7167625	290.8323551	293.8304764
3952800	298.8606488	295.694646	296.7065363	290.9276909	293.830923
3974400	299.0641464	295.7064701	296.0187789	290.9343965	293.8503079
3996000	299.3009676	295.7295082	292.0320227	290.4427597	293.8613724
4017600	295.1787584	294.5435492	291.9961611	290.8537947	293.0495522
4039200	291.8418059	293.1350573	291.5007799	290.4547828	291.8117625
4060800	290.6095522	292.4604901	290.9834051	290.0172291	291.4590472
4082400	289.6197395	291.8330198	290.5294938	289.6169071	291.1903609
4104000	288.8184101	291.2957654	290.1224128	289.2531645	290.9045227
4125600	288.179408	290.9558581	289.8556707	289.0149924	290.698975
4147200	287.7901442	290.7039302	289.710852	289.2544939	290.873569
4168800	287.3620806	290.2130343	289.4027597	288.6085834	290.3407365
4190400	286.8924239	289.7761468	289.0694224	288.2377197	289.9006345
4212000	289.5496239	291.5257076	290.8497684	288.735202	291.50104
4233600	296.4717599	297.017532	296.3004324	290.2333089	293.8380776
4255200	292.509248	296.5362422	293.1339012	289.99632	292.4673733
4276800	288.9463435	294.4673261	290.8460544	289.3927453	290.9512713
4298400	292.581637	296.0523387	293.3103066	290.887675	292.5079236
4320000	296.3009112	298.3553357	295.5490279	297.5234225	293.8309576
4341600	290.7224128	294.2276729	292.4568203	292.0259388	292.2846315
4363200	289.0168971	293.0140255	291.47065	290.9743059	291.6824706
4384800	289.8677758	293.2821216	292.0074597	292.1202463	292.2776195
4406400	296.3261065	298.4888417	296.8164973	291.9362169	293.870043
4428000	297.3822329	299.2088755	297.8163539	289.9647259	293.8838612
4449600	295.2887891	297.3419735	296.1691205	290.372406	293.2422041
4471200	294.921626	297.2368669	295.913644	293.0996833	293.3693519
4492800	297.5346757	299.2627044	298.2472656	297.0528052	293.8270931
4514400	298.7222905	299.307521	299.1358783	297.1860945	293.89755
4536000	299.3037314	299.218717	299.2664403	297.1547401	293.8550428
4557600	298.9411954	299.0447689	299.0172761	297.0632128	293.8295673
4579200	299.1827227	296.7445095	299.1404894	297.1087458	293.8565846
4600800	298.6454317	296.3017142	298.8694662	297.1011954	293.8751724
4622400	298.6653951	296.3456109	299.2160857	297.1376254	293.8581147
4644000	298.8102155	296.3451436	299.1036593	297.1776363	293.8161091
4665600	298.2681119	296.3834722	299.0033135	297.0306479	293.8532272
4687200	298.953472	296.3519878	299.2860657	297.1625211	293.8575644
4708800	299.4385318	296.3959276	299.3528915	297.1484023	293.8887765
4730400	298.805057	296.2368438	298.8127804	297.0048265	293.8138901
4752000	297.9161378	296.3606624	298.244207	297.109913	293.8588757
4773600	297.6119735	296.2591927	297.7575499	297.0603741	293.861282
4795200	297.1355758	296.3429678	297.2783136	297.115158	293.8213107
4816800	297.1656191	296.3996681	297.6339044	297.0923049	293.886354
4838400	297.1110081	296.4360225	296.9497257	297.2365701	293.8995961
4860000	297.564207	296.3040628	294.9676507	297.0756912	293.8517719
4881600	297.5994095	296.3253021	294.9160514	297.1174778	293.8433425
4903200	297.3231551	296.4247189	294.997611	297.189352	293.8453664
4924800	297.7845747	296.4772126	294.9427268	293.9933079	293.8795077
4946400	298.5089764	295.0648122	294.9875644	292.8159938	293.8286595
4968000	298.4542935	294.1912819	294.9588756	292.2208641	293.8878525
4989600	298.4041925	294.228645	294.9524203	292.2472329	293.835086
5011200	298.6042624	294.3890025	294.9408377	292.0581354	293.8697972
5032800	298.3573877	294.4124815	294.9922218	291.5221063	293.840418
5054400	298.1539677	294.4251511	294.9698553	291.3777486	293.8481378
5076000	298.3551654	294.4297254	294.9551366	292.1808653	293.8564786
5097600	298.5327988	294.4067528	294.5368249	293.4137946	293.8926729
5119200	298.5486555	294.4342481	293.1438579	291.8670806	293.8487568
5140800	298.5716444	294.4220053	293.2161035	291.7136937	293.8561178
5162400	298.2689331	294.3861466	293.2144583	291.6069404	293.8406489
5184000	298.4399417	294.450475	293.2132273	291.6826508	293.8616566
5205600	298.4034482	294.4165075	293.2111827	291.6631021	293.8463199
5227200	298.5400283	294.3991768	293.2151222	291.5752088	293.8579649
5248800	298.4510817	294.4160459	293.2010673	291.5553241	293.840952
5270400	298.3912693	294.418167	293.2064786	291.6540833	293.8579938
5292000	298.4661322	294.4672146	293.2092492	291.4649347	293.8359736
5313600	298.3974058	294.3872905	293.2511378	291.3790919	293.8526798
5335200	298.3449634	294.437806	293.2068682	291.3631454	293.8528567
5356800	298.1174742	294.4035349	293.216291	291.5165364	293.8758581
5378400	298.1802303	294.4536791	293.2166518	291.6868538	293.8861179
5400000	298.3568537	294.392164	293.197633	291.7585707	293.8376619
5421600	298.5260312	294.4321928	293.2349923	291.7277917	293.862698
5443200	298.9143078	294.3988469	293.1947258	291.6328238	293.8492935
5464800	299.4174271	294.4220516	293.197514	291.1494794	293.8745517
5486400	299.0994366	294.4238091	293.2310673	290.8641267	293.827128
5508000	299.0440109	294.4209952	293.2253242	290.8516158	293.8684555
5529600	299.0341492	294.4043366	293.2162819	291.2017432	293.840965
5551200	299.2317887	294.4615003	293.2064642	290.8786866	293.8328423
5572800	298.9464496	294.393737	293.1916013	290.8782104	293.8778351
5594400	298.9288995	294.4436901	293.2438635	291.0642399	293.8334872
5616000	298.8711393	294.3850213	293.2188884	291.2368108	293.8666374
5637600	298.8213182	294.4788546	293.1841879	291.2373619	293.846985
5659200	298.5984122	294.3747471	293.2488452	291.3446172	293.8642708
5680800	298.680864	294.4617142	293.1903166	291.6056912	293.8586738
5702400	298.9189156	294.3943346	293.2412712	291.7320227	292.2602886
5724000	299.1382678	294.4153098	293.2072867	291.3410097	291.6958438
5745600	299.1220484	294.4482968	293.2352521	291.1207212	291.3947039
5767200	298.7492779	294.3973154	293.1956706	291.0324383	291.2475754
5788800	298.5079648	294.4540255	293.2285998	291.1648337	291.2995521
5810400	298.2049922	294.3985132	293.223607	291.4702593	291.5340112
5832000	298.1753674	294.4204613	293.1838091	291.8440545	291.824141
5853600	298.2731551	294.4765846	293.2371321	292.2173733	292.1313415
5875200	298.4111105	294.3423805	293.2001151	292.4611955	292.3481838
5896800	298.2290904	294.4206778	293.2295665	292.3493786	292.2562333
5918400	298.3502303	294.416998	293.2217888	292.325209	292.2124959
5940000	298.6327555	294.4642996	293.1950499	292.3234772	292.2087585
5961600	298.7660889	294.36746	293.2307787	292.31303	292.2190036
5983200	298.5168248	294.458975	293.2229721	292.1237223	292.0725393
6004800	298.4630397	294.413573	293.2205759	292.1480974	292.0769157
6026400	298.8448046	294.4684555	293.3069548	292.027907	292.0058869
6048000	299.0168103	295.170115	293.1813849	291.9757715	292.031558
6069600	299.0309229	295.8889893	293.1400428	291.7049203	291.7713994
6091200	299.1253529	295.9314137	293.2395378	291.3979217	291.4742854
6112800	298.8897108	295.8944438	293.2769692	291.3791193	291.4281959
6134400	298.6655757	295.9648554	293.93404	291.8312695	291.9477918
6156000	298.8744727	295.8962189	293.9470457	291.4668873	291.5682849
6177600	298.827099	295.9011828	293.9202304	291.4177775	291.4709088
6199200	298.7261299	295.9745972	294.0854623	291.5936262	291.6740968
6220800	298.8722721	295.8842957	294.4188118	291.9840024	292.0449117
6242400	298.8884653	295.8680749	294.4211718	292.0079445	292.0443123
6264000	298.9386101	295.9463382	294.4432123	291.8713601	291.9365699
6285600	298.8581325	295.9562658	294.5428649	291.939638	291.9602167
6307200	298.8754487	295.8556806	294.9741734	294.2324054	292.2160865
6328800	298.7241528	295.929927	294.9522281	294.3125321	291.9701008
6350400	298.6264973	295.9015046	294.9595365	294.3662369	291.7137043
6372000	298.6957881	295.8421846	295.011577	294.3288274	291.668755
6393600	298.6932411	295.2494784	294.9112875	294.3589286	291.8960486
6415200	298.5559184	294.2812152	294.9654989	294.3551805	291.8820545
6436800	298.5111138	294.4984077	294.9748621	294.3115047	291.7283211
6458400	298.5431832	294.8027926	294.9998114	294.4759474	292.1991748
6480000	298.6764012	294.6796816	294.9544424	294.2500574	292.6696233
6501600	298.7192903	294.7504483	294.967962	294.340303	291.9324417
6523200	298.6818084	294.7787113	294.9581327	294.3525321	291.8242834
6544800	298.8919965	294.7068882	294.9642543	294.4142108	291.8209837
6566400	298.7344423	294.7716349	294.9766565	294.2705929	292.0231254
6588000	298.7867191	294.7287114	294.9288129	294.3663671	291.5677421
6609600	299.0621267	294.7388724	294.9812857	294.3170516	291.3281065
6631200	299.1065262	294.7715769	294.9945727	294.3536754	291.4147463
6652800	297.7420544	294.6463527	294.110781	292.7621414	291.8213599
6674400	297.1492035	293.5732268	292.4881905	292.3365553	291.6411863
6696000	297.1567046	292.9229474	292.6189158	292.3243058	291.3083667
6717600	297.1165552	292.7972066	293.0054119	292.3380748	291.4933571
6739200	297.1746651	296.3565257	293.0196652	292.3705809	291.4827321
6760800	297.1264394	296.8620833	292.8730676	292.322778	291.2810273
6782400	297.1875682	297.1716348	292.9438925	292.3696378	291.3353832
6804000	297.1577756	297.2079791	293.0546653	292.395639	291.5713805
6825600	297.1549054	297.1125176	292.8659619	292.29848	291.89081
6847200	297.1307954	297.1523873	292.9985958	292.3063382	291.3839648
6868800	297.1536608	297.1450789	292.9496522	292.3514178	291.2915479
6890400	297.1519821	297.2284653	293.3270329	292.3739069	291.3112733
6912000	297.1509393	296.1476059	293.9002639	292.3167837	291.560308
6933600	297.1869749	297.4057303	293.8973077	292.3845148	291.6830967
6955200	297.1596232	297.3816058	293.8781037	292.3387116	291.6048621
6976800	297.1136319	297.1703178	293.914124	292.3147174	291.6886537
6998400	297.2049633	295.805108	294.0092036	292.3748766	292.2358029
7020000	297.1472104	294.4850573	293.8380487	292.3665457	292.1291023
7041600	297.1534872	294.9868592	293.8723729	292.3279881	291.6938725
7063200	297.1244423	295.1880747	293.9001443	292.3353252	291.4957015
7084800	297.1539358	295.1734728	293.9237044	292.3776696	291.5327346
7106400	297.1606651	295.1644425	293.8746305	292.318205	291.5731401
7128000	297.1739213	295.1466275	293.9189577	292.3757303	291.3689576
7149600	297.1391035	295.2013435	293.8735834	292.3095082	291.3003608
7171200	297.1477419	295.1545002	293.9125755	292.354341	291.3146451
7192800	297.1752093	295.1992904	293.9208534	292.3511284	291.1279881
7214400	297.1219097	295.1726478	293.8713888	292.3470619	290.9931979
7236000	297.1136319	295.1773945	293.9424164	292.329493	290.705716
7257600	297.2220227	295.1608438	293.8629253	292.3666371	291.2708002
7279200	297.1821671	295.2281643	293.9215169	292.354566	291.3511414
7300800	297.1036029	295.1392614	293.8758607	292.314124	291.0388709
7322400	297.1980318	295.2301904	294.302628	292.8074592	291.7733623
7344000	298.811765	297.7110125	295.6266855	294.3396233	292.2952962
7365600	299.3207953	299.2100283	295.5901442	294.313603	290.9840227
7387200	299.0886825	299.1112007	295.6352237	294.3757304	290.3431255
7408800	299.1339734	298.8230918	295.6330487	294.4071776	291.3814179
7430400	299.1063091	295.5591167	295.6249922	294.2703319	292.1280198
7452000	299.1616203	295.8171197	295.6380603	294.3678577	291.0443702
7473600	299.0703178	295.8345291	295.6318953	294.3498403	290.6560489
7495200	299.147134	295.7900285	295.8213743	294.3318809	291.2361501
7516800	299.0517505	295.8109546	295.8898257	294.3334728	291.4902311
7538400	299.28738	295.8648185	295.8982484	294.3268302	291.1321125
7560000	299.0874127	295.7999128	295.9130486	294.3450502	290.7394352
7581600	299.3123004	295.8444857	295.9098981	294.364884	291.6043494
7603200	299.1283786	295.7711428	295.8929373	294.3308244	291.9293194
7624800	299.0591455	295.8046015	295.9342107	294.3508678	291.076208
7646400	299.234312	295.8219387	295.8747318	294.3498838	290.6212731
7668000	299.0429371	295.8277563	295.9187983	294.3416059	290.4784078
7689600	298.9128462	295.7861556	295.8641902	294.3220805	290.3284968
7711200	299.0041962	295.8336174	295.9029227	294.3461211	290.0350502
7732800	298.9981036	295.8083641	295.9059908	294.3655133	289.8419677
7754400	298.9446303	295.8228794	295.9079734	294.3216059	289.7338204
7776000	298.880202	295.7703757	295.9224018	294.3335741	289.7134583
7797600	299.0142913	295.8740024	295.9243925	294.3556065	289.8418665
7819200	299.1816202	295.7816492	295.9137477	294.3814612	290.2836413
7840800	295.6480169	294.8291167	294.7890009	293.1146595	291.2202602
7862400	293.6690408	297.3749251	294.3707434	292.5790409	291.2747104
7884000	298.4995508	298.5780313	296.2483063	294.3661645	290.2496667
7905600	299.1983785	298.9833424	295.867163	294.3593049	290.3111573
7927200	299.0605493	298.1185089	295.9853251	294.3574525	291.4424308
7948800	296.1030403	294.475461	295.7809223	294.3539481	291.5999996
7970400	292.8909167	295.0932835	292.8105025	294.3324552	290.8278103
7992000	293.377355	295.6540457	292.9740082	294.3500575	290.3543846
8013600	298.6675392	296.1734583	295.3699417	294.3097539	290.8339303
8035200	298.7245869	296.8497245	297.9964973	294.3610705	291.0512442
8056800	299.2557736	296.1873801	297.8168157	294.3532123	290.4488419
8078400	299.1400573	296.1549197	297.8524162	294.3530386	290.1638636
8100000	299.1277997	296.2424018	296.221548	294.3317941	290.8493773
8121600	299.0939647	296.1327347	295.6869459	294.3360343	291.2790879
8143200	299.1720803	296.1885254	295.6690313	294.3603753	291.0301152
8164800	299.0295797	296.1571195	295.6855711	294.3286102	290.9096958
8186400	298.884312	296.2353395	295.7131254	294.3716204	291.2510416
8208000	299.0295508	296.1973078	295.6447896	294.3372934	291.4472066
8229600	299.0637621	296.1524742	295.7036898	294.3138056	290.9732846
8251200	298.9623004	296.1522717	295.6634583	294.3696812	290.5869316
8272800	298.9956208	296.1716927	295.6872499	294.3548331	290.2765698
8294400	298.9491734	296.2037765	295.7014756	294.3327347	290.0632122
8316000	299.0937855	296.1633521	295.6687133	294.3397828	289.6247973
8337600	299.0252739	296.1756931	295.7242191	294.3201296	289.1315047
8359200	298.633574	296.1795943	295.62615	294.3404047	288.8848986
8380800	298.5261266	296.1916035	295.7406498	294.405173	289.1908667
8402400	298.656589	296.201519	295.6841673	294.3109402	289.5286973
8424000	298.4843844	296.1881209	295.6875573	294.3375429	289.6621818
8445600	298.2844503	296.2199272	295.7095081	294.363251	290.9422684
8467200	298.6487404	296.141273	296.046367	294.3325466	291.4317216
8488800	298.8539502	296.1725321	296.6454698	294.3647174	291.1943555
8510400	299.0273838	296.164248	296.5873116	294.3288869	290.9726296
8532000	299.1432508	295.9081642	296.6335688	294.344884	291.4716038
8553600	299.2296666	294.6624163	296.5958026	294.3634149	292.0344859
8575200	299.1173549	294.7456498	296.5929185	294.3281788	291.685173
8596800	299.1156723	294.7045582	296.6067723	294.3501443	291.4005061
8618400	299.2200429	294.7225213	296.4335357	294.380014	291.6230141
8640000	296.3189406	294.757279	295.666676	294.3131466	291.8974555
8661600	294.953082	294.6999851	295.7071051	294.3507087	291.5801008
8683200	294.9305061	294.7097101	295.7057013	294.3352094	291.3184511
8704800	294.9675146	294.7548941	295.7124994	294.3521682	291.4409787
8726400	294.924616	294.7090589	295.7261789	294.3271486	291.741085
8748000	294.955412	294.7098258	295.7064104	294.3601587	291.3551082
8769600	294.9258606	294.7183497	295.7124307	294.3476696	291.1427349
8791200	294.9446449	294.7639069	295.7100284	294.3362369	291.3356147
8812800	294.9557882	294.721302	295.6735595	294.3130386	291.1610417
8834400	294.937713	294.7117362	295.7217361	294.349276	290.9527202
8856000	294.9243555	294.7272933	295.6915914	294.3409547	290.7081184
8877600	294.9739648	294.7061356	295.7309401	294.3860343	290.6313022
8899200	294.9270328	294.7143845	295.7034437	294.2986971	290.8343991
8920800	294.9488997	294.7250212	295.7237332	294.3565263	290.5104048
8942400	294.9420111	294.7284511	295.7177708	294.3553686	290.4210416
8964000	294.9450791	294.7207376	295.6872064	294.3216493	290.3459765
8985600	294.9260255	294.7488435	295.7156786	294.3358377	290.2812568
